id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
9549,449119,0.0,2022-05-09,2022-06-18,2022-06-20,RgihzU6pRxz07sE1kXVH,42.0,2.0,Paid,,2022-05,2022-09-16
9550,47392,0.0,2022-05-09,2022-06-08,2022-05-09,WPu4D3nif3gecnSsJROZ,0.0,-30.0,Paid,,2022-05,2022-09-06
9551,621987,0.0,2022-05-09,2022-06-08,2022-06-14,LMnJxvQ5pmNoGzTYdGYB,36.0,6.0,Paid,,2022-05,2022-09-06
9552,820871,0.0,2022-05-09,2022-07-08,2022-10-14,yMUXolsw5xPmcmo8KRsI,158.0,98.0,Paid,,2022-05,2022-10-06
9553,40945,0.0,2022-05-09,2022-06-08,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,156.0,126.0,Paid,,2022-05,2022-09-06
9554,3316068,0.0,2022-05-09,2022-07-08,2022-10-12,WfLk5Mql7UpNovIJPp6C,156.0,96.0,Paid,,2022-05,2022-10-06
9555,647837,0.0,2022-05-09,2022-07-08,2022-10-07,yMUXolsw5xPmcmo8KRsI,151.0,91.0,Paid,,2022-05,2022-10-06
9556,20081,0.0,2022-05-09,2022-06-08,2022-08-01,wmTbRI2RvICA3utRr0qE,84.0,54.0,Paid,,2022-05,2022-09-06
9557,351985,0.0,2022-05-09,2022-06-23,2022-06-10,vB8ptBkosahW6jOB8234,32.0,-13.0,Paid,,2022-05,2022-09-21
9558,210375,0.0,2022-05-09,2022-07-08,2022-07-30,yMUXolsw5xPmcmo8KRsI,82.0,22.0,Paid,,2022-05,2022-10-06
9559,124935,146982.0,2022-05-09,2022-06-23,,27klxxgMyhJtvRYnVLpK,,,Overdue,130.0,2022-05,2022-09-21
9560,28291,0.0,2022-05-09,2022-07-08,2022-11-22,pKey9MQ59wyF6GhjWM5p,197.0,137.0,Paid,,2022-05,2022-10-06
9561,339306,0.0,2022-05-09,2022-07-08,2022-11-21,nELQW5vJOSBCgiwHissH,196.0,136.0,Paid,,2022-05,2022-10-06
9562,389585,0.0,2022-05-09,2022-07-08,2022-11-21,nELQW5vJOSBCgiwHissH,196.0,136.0,Paid,,2022-05,2022-10-06
9563,437031,0.0,2022-05-09,2022-07-08,2022-11-21,nELQW5vJOSBCgiwHissH,196.0,136.0,Paid,,2022-05,2022-10-06
9564,1299492,1516204.0,2022-05-10,2022-07-09,,pKey9MQ59wyF6GhjWM5p,,,Overdue,114.0,2022-05,2022-10-07
9565,58480,0.0,2022-05-10,2022-05-30,2022-09-02,EcSvupskCynyDL5icR8D,115.0,95.0,Paid,,2022-05,2022-08-28
9566,177480,0.0,2022-05-10,2022-05-25,2022-06-17,8QOguMYSMjT5VOZIGtKu,38.0,23.0,Paid,,2022-05,2022-08-23
9567,1021856,0.0,2022-05-10,2022-05-25,2022-06-24,C10LBuvfOEK3POvdTOTv,45.0,30.0,Paid,,2022-05,2022-08-23
9568,96619,0.0,2022-05-10,2022-06-09,2022-06-16,0fav4IMU83cEbqzZ42bl,37.0,7.0,Paid,,2022-05,2022-09-07
9569,2866674,0.0,2022-05-10,2022-06-24,2022-10-12,WfLk5Mql7UpNovIJPp6C,155.0,110.0,Paid,,2022-05,2022-09-22
9570,76713,0.0,2022-05-10,2022-06-09,2022-08-01,wmTbRI2RvICA3utRr0qE,83.0,53.0,Paid,,2022-05,2022-09-07
9571,17340,0.0,2022-05-10,2022-06-24,2022-06-10,vB8ptBkosahW6jOB8234,31.0,-14.0,Paid,,2022-05,2022-09-22
9572,58024,0.0,2022-05-10,2022-06-09,2022-07-07,gamjAwI3VnxuEuLD7mwT,58.0,28.0,Paid,,2022-05,2022-09-07
9573,59187,0.0,2022-05-10,2022-07-09,2022-08-18,Bt7EJphi64L9eFttpdab,100.0,40.0,Paid,,2022-05,2022-10-07
9574,25219,0.0,2022-05-10,2022-07-19,2022-07-28,aLMq2Jo5tbzWlIXTYdhA,79.0,9.0,Paid,,2022-05,2022-10-17
9575,24166,0.0,2022-05-10,2022-07-19,2022-07-14,aLMq2Jo5tbzWlIXTYdhA,65.0,-5.0,Paid,,2022-05,2022-10-17
9576,19859,0.0,2022-05-10,2022-07-09,2022-07-06,Cdi1XUsXJcXa3th2cuA8,57.0,-3.0,Paid,,2022-05,2022-10-07
9577,57953,0.0,2022-05-10,2022-07-09,2022-07-06,Cdi1XUsXJcXa3th2cuA8,57.0,-3.0,Paid,,2022-05,2022-10-07
9578,71237,0.0,2022-05-10,2022-06-09,2022-08-31,KHgR88XyqEPRiefGR33F,113.0,83.0,Paid,,2022-05,2022-09-07
9579,130688,0.0,2022-05-10,2022-06-09,2022-07-12,TXBS1065hIOvQawjY4oC,63.0,33.0,Paid,,2022-05,2022-09-07
9580,55827,0.0,2022-05-10,2022-06-09,2022-07-04,e7GmaRoBiwsb0KZc1Wn2,55.0,25.0,Paid,,2022-05,2022-09-07
9581,18870,0.0,2022-05-10,2022-06-24,2022-07-04,lujY0rUNVzvx80az3nKf,55.0,10.0,Paid,,2022-05,2022-09-22
9582,127281,0.0,2022-05-10,2022-06-09,2022-07-26,KE4ubTcOAM9wzCb8orCY,77.0,47.0,Paid,,2022-05,2022-09-07
9583,24480,0.0,2022-05-10,2022-06-09,2022-08-11,NF2WnDtKnpYIlqslEH3b,93.0,63.0,Paid,,2022-05,2022-09-07
9584,76309,0.0,2022-05-10,2022-06-09,2022-08-11,NF2WnDtKnpYIlqslEH3b,93.0,63.0,Paid,,2022-05,2022-09-07
9585,61203,0.0,2022-05-10,2022-06-09,2022-08-30,bA2Twt595prTBqRtOOSm,112.0,82.0,Paid,,2022-05,2022-09-07
9586,552160,0.0,2022-05-10,2022-06-09,2022-08-30,TOCH93wBqPnZm4CVv0JB,112.0,82.0,Paid,,2022-05,2022-09-07
9587,5754972,0.0,2022-05-10,2022-07-09,2022-08-25,pKey9MQ59wyF6GhjWM5p,107.0,47.0,Paid,,2022-05,2022-10-07
9588,2829848,0.0,2022-05-10,2022-07-09,2022-08-25,pKey9MQ59wyF6GhjWM5p,107.0,47.0,Paid,,2022-05,2022-10-07
9589,5097988,0.0,2022-05-10,2022-07-09,2022-08-25,pKey9MQ59wyF6GhjWM5p,107.0,47.0,Paid,,2022-05,2022-10-07
9590,144131,0.0,2022-05-10,2022-07-09,2022-08-25,pKey9MQ59wyF6GhjWM5p,107.0,47.0,Paid,,2022-05,2022-10-07
9591,12750,0.0,2022-05-10,2022-06-24,2022-07-04,lujY0rUNVzvx80az3nKf,55.0,10.0,Paid,,2022-05,2022-09-22
9592,340451,156420.0,2022-05-10,2022-06-09,,lcf2JhiIG9VtttWd9u05,,,Overdue,144.0,2022-05,2022-09-07
9593,58174,68440.0,2022-05-10,2022-06-09,,qP8aPNQI3L5pZLvDKK2B,,,Overdue,144.0,2022-05,2022-09-07
9594,264690,311400.0,2022-05-10,2022-07-09,,0p6q6FKfr6MXcJHiCYRZ,,,Overdue,114.0,2022-05,2022-10-07
9595,378735,445570.0,2022-05-10,2022-07-09,,0p6q6FKfr6MXcJHiCYRZ,,,Overdue,114.0,2022-05,2022-10-07
9596,137702,162002.0,2022-05-10,2022-06-09,,e7GmaRoBiwsb0KZc1Wn2,,,Overdue,144.0,2022-05,2022-09-07
9597,91800,0.0,2022-05-10,2022-06-09,2022-05-30,0cfsecX5PFKjTBEQuku3,20.0,-10.0,Paid,,2022-05,2022-09-07
9598,553351,0.0,2022-05-10,2022-06-09,2022-05-30,0cfsecX5PFKjTBEQuku3,20.0,-10.0,Paid,,2022-05,2022-09-07
9599,96900,0.0,2022-05-10,2022-06-09,2022-05-30,0cfsecX5PFKjTBEQuku3,20.0,-10.0,Paid,,2022-05,2022-09-07
9600,91630,0.0,2022-05-10,2022-06-09,2022-05-27,kE94QhIkkV3BAVtftPLZ,17.0,-13.0,Paid,,2022-05,2022-09-07
9601,113577,133620.0,2022-05-10,2022-06-24,,27klxxgMyhJtvRYnVLpK,,,Overdue,129.0,2022-05,2022-09-22
9602,36927,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9603,36927,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9604,36927,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9605,22532,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9606,22532,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9607,18463,0.0,2022-05-10,2022-07-09,2022-11-22,pKey9MQ59wyF6GhjWM5p,196.0,136.0,Paid,,2022-05,2022-10-07
9608,26265,0.0,2022-05-11,2022-06-25,2022-10-03,EUoAdD8W9LmJRNpxGQpf,145.0,100.0,Paid,,2022-05,2022-09-23
9609,225675,0.0,2022-05-11,2022-06-25,2022-10-03,EUoAdD8W9LmJRNpxGQpf,145.0,100.0,Paid,,2022-05,2022-09-23
9610,322622,0.0,2022-05-11,2022-07-10,2022-10-25,pKey9MQ59wyF6GhjWM5p,167.0,107.0,Paid,,2022-05,2022-10-08
9611,33320,0.0,2022-05-11,2022-06-10,2022-06-20,QfkReP4didGzXHIsTySb,40.0,10.0,Paid,,2022-05,2022-09-08
9612,51001,0.0,2022-05-11,2022-06-10,2022-06-18,Qg7J2NxCShXi92IkJRC6,38.0,8.0,Paid,,2022-05,2022-09-08
9613,28042,0.0,2022-05-11,2022-06-25,2022-06-13,InT6A0Jwo7ywlmrUKmNd,33.0,-12.0,Paid,,2022-05,2022-09-23
9614,22399,0.0,2022-05-11,2022-05-11,2022-06-24,SPIUn8ILqM17Z3p5O25q,44.0,44.0,Paid,,2022-05,2022-08-09
9615,1537300,0.0,2022-05-11,2022-06-10,2022-06-27,gamjAwI3VnxuEuLD7mwT,47.0,17.0,Paid,,2022-05,2022-09-08
9616,128393,0.0,2022-05-11,2022-07-10,2022-06-22,OR2FVK0jzcfnxszWMlNV,42.0,-18.0,Paid,,2022-05,2022-10-08
9617,28560,0.0,2022-05-11,2022-07-10,2022-06-22,OR2FVK0jzcfnxszWMlNV,42.0,-18.0,Paid,,2022-05,2022-10-08
9618,21420,0.0,2022-05-11,2022-07-10,2022-06-22,OR2FVK0jzcfnxszWMlNV,42.0,-18.0,Paid,,2022-05,2022-10-08
9619,1965107,0.0,2022-05-11,2022-06-25,2022-10-12,WfLk5Mql7UpNovIJPp6C,154.0,109.0,Paid,,2022-05,2022-09-23
9620,147890,0.0,2022-05-11,2022-07-10,2022-10-10,tjFgcJam1OWEoFS8j0FH,152.0,92.0,Paid,,2022-05,2022-10-08
9621,3315392,0.0,2022-05-11,2022-07-10,2022-10-21,WfLk5Mql7UpNovIJPp6C,163.0,103.0,Paid,,2022-05,2022-10-08
9622,1851287,0.0,2022-05-11,2022-06-25,2022-10-21,WfLk5Mql7UpNovIJPp6C,163.0,118.0,Paid,,2022-05,2022-09-23
9623,2117042,0.0,2022-05-11,2022-06-25,2022-10-21,WfLk5Mql7UpNovIJPp6C,163.0,118.0,Paid,,2022-05,2022-09-23
9624,2906604,0.0,2022-05-11,2022-06-25,2022-10-21,WfLk5Mql7UpNovIJPp6C,163.0,118.0,Paid,,2022-05,2022-09-23
9625,59432,0.0,2022-05-11,2022-07-10,2022-06-10,FglbGlcY4DTO2EwG2tpG,30.0,-30.0,Paid,,2022-05,2022-10-08
9626,31895,0.0,2022-05-11,2022-07-10,2022-08-05,jotXPm0ujkOLCDOQHCfM,86.0,26.0,Paid,,2022-05,2022-10-08
9627,3360050,0.0,2022-05-11,2022-06-10,2022-07-11,ryej13rMSEWlm68mjxF4,61.0,31.0,Paid,,2022-05,2022-09-08
9628,1942093,2284815.0,2022-05-11,2022-07-10,,EsTwsL9XKg2gf0VLSZeB,,,Overdue,113.0,2022-05,2022-10-08
9629,37291,0.0,2022-05-11,2022-07-10,2022-07-06,Cdi1XUsXJcXa3th2cuA8,56.0,-4.0,Paid,,2022-05,2022-10-08
9630,37291,0.0,2022-05-11,2022-07-10,2022-07-06,Cdi1XUsXJcXa3th2cuA8,56.0,-4.0,Paid,,2022-05,2022-10-08
9631,259080,0.0,2022-05-11,2022-06-10,2022-07-30,gTETeJqHgpmsKaEC9muU,80.0,50.0,Paid,,2022-05,2022-09-08
9632,40269,0.0,2022-05-11,2022-06-25,2022-07-04,lujY0rUNVzvx80az3nKf,54.0,9.0,Paid,,2022-05,2022-09-23
9633,31110,0.0,2022-05-11,2022-06-10,2022-07-13,TOCH93wBqPnZm4CVv0JB,63.0,33.0,Paid,,2022-05,2022-09-08
9634,186074,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9635,185686,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9636,178323,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9637,179718,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9638,178169,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9639,186074,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9640,106700,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9641,181811,0.0,2022-05-11,2022-07-10,2022-08-25,pKey9MQ59wyF6GhjWM5p,106.0,46.0,Paid,,2022-05,2022-10-08
9642,20676,0.0,2022-05-11,2022-06-25,2022-08-17,iWEOP3YWvAUj6Gg2B4oO,98.0,53.0,Paid,,2022-05,2022-09-23
9643,18785,0.0,2022-05-11,2022-06-10,2022-09-12,xe7F7H9RXXlM7hPB3T6O,124.0,94.0,Paid,,2022-05,2022-09-08
9644,95370,112200.0,2022-05-11,2022-06-10,,eh5y0vqOyY0lnvyOR6uw,,,Overdue,143.0,2022-05,2022-09-08
9645,38214,44958.0,2022-05-11,2022-06-25,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,128.0,2022-05,2022-09-23
9646,453795,533876.0,2022-05-11,2022-06-25,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,128.0,2022-05,2022-09-23
9647,6369,7493.0,2022-05-11,2022-06-25,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,128.0,2022-05,2022-09-23
9648,3696702,4349061.0,2022-05-11,2022-06-10,,vkZrmSOt9aE2fPcphIZr,,,Overdue,143.0,2022-05,2022-09-08
9649,367200,0.0,2022-05-11,2022-06-10,2022-05-17,0cfsecX5PFKjTBEQuku3,6.0,-24.0,Paid,,2022-05,2022-09-08
9650,208080,0.0,2022-05-11,2022-05-11,2022-05-17,0KPQJe8MtJYgyNJvHZ4t,6.0,6.0,Paid,,2022-05,2022-08-09
9651,145258,170892.0,2022-05-11,2022-07-10,,pKey9MQ59wyF6GhjWM5p,,,Overdue,113.0,2022-05,2022-10-08
9652,122528,144150.0,2022-05-11,2022-06-10,,GerKfkuZiXzOK7Zm6W7E,,,Overdue,143.0,2022-05,2022-09-08
9653,12036,0.0,2022-05-11,2022-06-25,2022-07-08,9MOgDPtLcmLnRyktaiEN,58.0,13.0,Paid,,2022-05,2022-09-23
9654,12036,0.0,2022-05-11,2022-06-25,2022-07-08,9MOgDPtLcmLnRyktaiEN,58.0,13.0,Paid,,2022-05,2022-09-23
9655,106609,0.0,2022-05-11,2022-06-25,2022-09-12,9MOgDPtLcmLnRyktaiEN,124.0,79.0,Paid,,2022-05,2022-09-23
9656,24650,0.0,2022-05-11,2022-06-25,2022-07-08,9MOgDPtLcmLnRyktaiEN,58.0,13.0,Paid,,2022-05,2022-09-23
9657,49300,0.0,2022-05-11,2022-06-25,2022-07-08,9MOgDPtLcmLnRyktaiEN,58.0,13.0,Paid,,2022-05,2022-09-23
9658,35536,0.0,2022-05-11,2022-06-25,2022-07-08,9MOgDPtLcmLnRyktaiEN,58.0,13.0,Paid,,2022-05,2022-09-23
9659,18463,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9660,36927,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9661,36927,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9662,24618,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9663,24618,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9664,24618,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9665,36927,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9666,36927,0.0,2022-05-11,2022-07-10,2022-11-22,pKey9MQ59wyF6GhjWM5p,195.0,135.0,Paid,,2022-05,2022-10-08
9667,330007,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9668,316056,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9669,375635,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9670,388132,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9671,305448,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9672,311697,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9673,319689,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9674,333785,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9675,254443,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9676,207798,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9677,217541,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9678,200567,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9679,416662,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9680,179407,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9681,203764,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9682,397328,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9683,143529,0.0,2022-05-11,2022-07-10,2022-11-21,nELQW5vJOSBCgiwHissH,194.0,134.0,Paid,,2022-05,2022-10-08
9684,1439807,0.0,2022-05-11,2022-06-10,2022-09-29,KE4ubTcOAM9wzCb8orCY,141.0,111.0,Paid,,2022-05,2022-09-08
9685,2237031,8024.0,2022-05-12,2022-06-11,,7zuNktY0MIVWRTAZ4mPs,,,Overdue,142.0,2022-05,2022-09-09
9686,670891,0.0,2022-05-12,2022-07-11,2022-11-01,pKey9MQ59wyF6GhjWM5p,173.0,113.0,Paid,,2022-05,2022-10-09
9687,622093,0.0,2022-05-12,2022-07-11,2022-11-01,pKey9MQ59wyF6GhjWM5p,173.0,113.0,Paid,,2022-05,2022-10-09
9688,2129202,0.0,2022-05-12,2022-07-11,2022-11-01,pKey9MQ59wyF6GhjWM5p,173.0,113.0,Paid,,2022-05,2022-10-09
9689,1512347,0.0,2022-05-12,2022-07-11,2022-11-01,pKey9MQ59wyF6GhjWM5p,173.0,113.0,Paid,,2022-05,2022-10-09
9690,2801510,0.0,2022-05-12,2022-06-11,2022-11-08,OPvodM1IQ1CMVqw60gxT,180.0,150.0,Paid,,2022-05,2022-09-09
9691,40936,0.0,2022-05-12,2022-06-01,2022-09-02,EcSvupskCynyDL5icR8D,113.0,93.0,Paid,,2022-05,2022-08-30
9692,32513,0.0,2022-05-12,2022-06-11,2022-06-28,PtKripUGrgWtvMK5zvmV,47.0,17.0,Paid,,2022-05,2022-09-09
9693,61880,0.0,2022-05-12,2022-05-17,2022-05-27,o87MXfC06QezUhhmBb20,15.0,10.0,Paid,,2022-05,2022-08-15
9694,14280,0.0,2022-05-12,2022-06-11,2022-06-20,QfkReP4didGzXHIsTySb,39.0,9.0,Paid,,2022-05,2022-09-09
9695,89760,0.0,2022-05-12,2022-06-11,2022-07-01,V3PZnKzmLf86ww3DIOrm,50.0,20.0,Paid,,2022-05,2022-09-09
9696,89760,0.0,2022-05-12,2022-06-11,2022-07-01,V3PZnKzmLf86ww3DIOrm,50.0,20.0,Paid,,2022-05,2022-09-09
9697,22440,0.0,2022-05-12,2022-06-11,2022-07-01,V3PZnKzmLf86ww3DIOrm,50.0,20.0,Paid,,2022-05,2022-09-09
9698,243504,0.0,2022-05-12,2022-06-11,2022-06-27,gamjAwI3VnxuEuLD7mwT,46.0,16.0,Paid,,2022-05,2022-09-09
9699,444780,523271.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9700,80417,94608.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9701,380609,447775.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9702,77336,90983.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9703,117110,137777.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9704,190620,224259.0,2022-05-12,2022-07-11,,pKey9MQ59wyF6GhjWM5p,,,Overdue,112.0,2022-05,2022-10-09
9705,35324,0.0,2022-05-12,2022-06-11,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,153.0,123.0,Paid,,2022-05,2022-09-09
9706,38405,0.0,2022-05-12,2022-06-11,2022-10-12,R5lEBrpb5UaVuhYbMaPZ,153.0,123.0,Paid,,2022-05,2022-09-09
9707,148716,0.0,2022-05-12,2022-07-11,2022-10-10,tjFgcJam1OWEoFS8j0FH,151.0,91.0,Paid,,2022-05,2022-10-09
9708,23746,0.0,2022-05-12,2022-06-11,2022-08-18,KHgR88XyqEPRiefGR33F,98.0,68.0,Paid,,2022-05,2022-09-09
9709,43350,0.0,2022-05-12,2022-06-11,2022-08-01,wmTbRI2RvICA3utRr0qE,81.0,51.0,Paid,,2022-05,2022-09-09
9710,8330,0.0,2022-05-12,2022-06-11,2022-08-01,wmTbRI2RvICA3utRr0qE,81.0,51.0,Paid,,2022-05,2022-09-09
9711,13600,0.0,2022-05-12,2022-06-11,2022-07-28,DZIrJGqKsZNgASAes5XJ,77.0,47.0,Paid,,2022-05,2022-09-09
9712,21760,0.0,2022-05-12,2022-07-11,2022-08-06,BxzhF8rkjvvau4KlbKmc,86.0,26.0,Paid,,2022-05,2022-10-09
9713,610173,0.0,2022-05-12,2022-07-11,2022-08-06,BxzhF8rkjvvau4KlbKmc,86.0,26.0,Paid,,2022-05,2022-10-09
9714,115847,0.0,2022-05-12,2022-07-11,2022-07-11,Cdi1XUsXJcXa3th2cuA8,60.0,0.0,Paid,,2022-05,2022-10-09
9715,50065,0.0,2022-05-12,2022-06-11,2022-08-03,TOCH93wBqPnZm4CVv0JB,83.0,53.0,Paid,,2022-05,2022-09-09
9716,1443566,1698313.0,2022-05-12,2022-07-11,,wFbrsfW3m848kZCfLHe5,,,Overdue,112.0,2022-05,2022-10-09
9717,1937931,2279919.0,2022-05-12,2022-07-11,,EsTwsL9XKg2gf0VLSZeB,,,Overdue,112.0,2022-05,2022-10-09
9718,604520,0.0,2022-05-12,2022-06-11,2022-07-30,gTETeJqHgpmsKaEC9muU,79.0,49.0,Paid,,2022-05,2022-09-09
9719,89059,0.0,2022-05-12,2022-06-11,2022-07-30,TOCH93wBqPnZm4CVv0JB,79.0,49.0,Paid,,2022-05,2022-09-09
9720,64749,0.0,2022-05-12,2022-06-21,2022-07-12,RgihzU6pRxz07sE1kXVH,61.0,21.0,Paid,,2022-05,2022-09-19
9721,99450,0.0,2022-05-12,2022-06-11,2022-07-04,1xYRJpuWNIL5akm2I9qA,53.0,23.0,Paid,,2022-05,2022-09-09
9722,39780,0.0,2022-05-12,2022-06-11,2022-07-04,1xYRJpuWNIL5akm2I9qA,53.0,23.0,Paid,,2022-05,2022-09-09
9723,91534,0.0,2022-05-12,2022-06-11,2022-07-04,0fav4IMU83cEbqzZ42bl,53.0,23.0,Paid,,2022-05,2022-09-09
9724,29750,0.0,2022-05-12,2022-06-26,2022-07-04,lujY0rUNVzvx80az3nKf,53.0,8.0,Paid,,2022-05,2022-09-24
9725,442302,0.0,2022-05-12,2022-07-11,2022-07-15,wFbrsfW3m848kZCfLHe5,64.0,4.0,Paid,,2022-05,2022-10-09
9726,336600,0.0,2022-05-12,2022-06-11,2022-07-26,tOy4YgOtjWt63tJ5DTMD,75.0,45.0,Paid,,2022-05,2022-09-09
9727,21888,0.0,2022-05-12,2022-06-26,2022-07-21,ZW6w9gaZiYJ45oS7t5Bb,70.0,25.0,Paid,,2022-05,2022-09-24
9728,68003,0.0,2022-05-12,2022-06-11,2022-07-08,gamjAwI3VnxuEuLD7mwT,57.0,27.0,Paid,,2022-05,2022-09-09
9729,253819,0.0,2022-05-12,2022-07-11,2022-08-25,pKey9MQ59wyF6GhjWM5p,105.0,45.0,Paid,,2022-05,2022-10-09
9730,52326,0.0,2022-05-12,2022-06-26,2022-09-16,6qn2bbbcF2bdcg2Be7s5,127.0,82.0,Paid,,2022-05,2022-09-24
9731,267941,0.0,2022-05-12,2022-06-11,2022-09-12,xe7F7H9RXXlM7hPB3T6O,123.0,93.0,Paid,,2022-05,2022-09-09
9732,28305,33300.0,2022-05-12,2022-06-11,,lcf2JhiIG9VtttWd9u05,,,Overdue,142.0,2022-05,2022-09-09
9733,18957,0.0,2022-05-12,2022-05-12,2022-05-12,WPu4D3nif3gecnSsJROZ,0.0,0.0,Paid,,2022-05,2022-08-10
